timestamp,node_id,battery_voltage,battery_pct,wake_reason,sensor0,sensor1,tx_attempts,tx_success,sleep_duration_s,active_duration_s,rssi
2025-11-27T07:35:47.501814,node02,4.192,99.17,scheduled,22.72,0.0,0,0,30,0.78,-84
2025-11-27T07:35:57.501814,node01,4.19,98.97,scheduled,22.95,0.0,0,0,300,0.56,-86
2025-11-27T07:35:57.501814,node03,4.19,98.98,scheduled,22.8,0.0,0,0,60,1.06,-76
2025-11-27T07:36:27.501814,node02,4.192,99.17,event,23.09,1.0,1,1,300,2.95,-77
2025-11-27T07:37:07.501814,node03,4.19,98.98,scheduled,22.42,0.0,0,0,60,0.47,-75
2025-11-27T07:38:17.501814,node03,4.19,98.98,scheduled,22.39,0.0,0,0,30,0.43,-79
2025-11-27T07:38:57.501814,node03,4.19,98.98,event,23.16,0.0,3,3,60,2.77,-78
2025-11-27T07:40:07.501814,node03,4.19,98.97,event,23.21,1.0,2,2,300,2.93,-87
2025-11-27T07:41:07.501814,node01,4.19,98.96,event,22.67,1.0,3,3,60,3.84,-71
2025-11-27T07:41:37.501814,node02,4.192,99.17,scheduled,22.75,0.0,0,0,30,0.6,-79
2025-11-27T07:42:17.501814,node01,4.19,98.96,scheduled,22.46,0.0,0,0,300,0.79,-69
2025-11-27T07:42:17.501814,node02,4.192,99.17,scheduled,24.18,0.0,0,0,30,1.19,-83
2025-11-27T07:42:57.501814,node02,4.192,99.17,scheduled,22.91,0.0,0,0,300,1.02,-88
2025-11-27T07:45:17.501814,node03,4.19,98.97,scheduled,22.45,0.0,0,0,300,1.47,-86
2025-11-27T07:47:27.501814,node01,4.19,98.96,event,22.48,1.0,3,3,60,3.3,-79
2025-11-27T07:48:07.501814,node02,4.192,99.17,scheduled,23.09,0.0,0,0,300,1.18,-90
2025-11-27T07:48:37.501814,node01,4.19,98.96,scheduled,22.42,0.0,0,0,300,1.04,-88
2025-11-27T07:50:27.501814,node03,4.19,98.97,scheduled,23.61,0.0,0,0,120,1.14,-83
2025-11-27T07:52:37.501814,node03,4.19,98.97,event,22.3,1.0,1,1,60,3.21,-81
2025-11-27T07:53:17.501814,node02,4.192,99.17,scheduled,22.9,0.0,0,0,30,0.49,-86
2025-11-27T07:53:47.501814,node01,4.19,98.96,scheduled,22.97,0.0,0,0,300,0.59,-75
2025-11-27T07:53:47.501814,node03,4.19,98.97,scheduled,22.55,0.0,0,0,300,0.87,-78
2025-11-27T07:53:57.501814,node02,4.192,99.17,scheduled,22.78,0.0,0,0,60,0.97,-73
2025-11-27T07:55:07.501814,node02,4.192,99.17,scheduled,23.1,0.0,0,0,120,1.28,-80
2025-11-27T07:57:17.501814,node02,4.192,99.17,scheduled,22.87,0.0,0,0,30,0.4,-78
2025-11-27T07:57:57.501814,node02,4.192,99.17,scheduled,22.55,0.0,0,0,30,0.68,-86
2025-11-27T07:58:37.501814,node02,4.192,99.17,scheduled,23.48,0.0,0,0,300,1.38,-79
2025-11-27T07:58:57.501814,node01,4.19,98.96,scheduled,22.46,0.0,0,0,300,1.11,-70
2025-11-27T07:58:57.501814,node03,4.19,98.97,scheduled,23.18,0.0,0,0,300,0.42,-79
2025-11-27T08:03:47.501814,node02,4.192,99.17,scheduled,22.57,0.0,0,0,60,1.31,-78
2025-11-27T08:04:07.501814,node01,4.19,98.96,scheduled,22.53,0.0,0,0,30,0.61,-72
2025-11-27T08:04:07.501814,node03,4.19,98.97,scheduled,23.86,0.0,0,0,30,0.86,-78
2025-11-27T08:04:47.501814,node01,4.19,98.96,scheduled,22.73,0.0,0,0,300,0.54,-91
2025-11-27T08:04:47.501814,node03,4.19,98.97,scheduled,23.35,0.0,0,0,60,0.65,-73
2025-11-27T08:04:57.501814,node02,4.192,99.17,scheduled,22.84,0.0,0,0,120,1.02,-87
2025-11-27T08:05:57.501814,node03,4.19,98.97,scheduled,22.93,0.0,0,0,300,0.85,-69
2025-11-27T08:07:07.501814,node02,4.192,99.16,scheduled,23.53,0.0,0,0,60,1.33,-77
2025-11-27T08:08:17.501814,node02,4.192,99.16,event,22.83,1.0,1,1,300,2.47,-86
2025-11-27T08:09:57.501814,node01,4.19,98.96,scheduled,23.4,0.0,0,0,300,0.77,-76
2025-11-27T08:11:07.501814,node03,4.19,98.97,scheduled,22.39,0.0,0,0,60,1.48,-75
2025-11-27T08:12:17.501814,node03,4.19,98.97,scheduled,23.12,0.0,0,0,30,1.17,-76
2025-11-27T08:12:57.501814,node03,4.19,98.96,event,23.02,1.0,2,2,120,2.78,-64
2025-11-27T08:13:27.501814,node02,4.192,99.16,scheduled,23.17,0.0,0,0,300,0.67,-76
2025-11-27T08:15:07.501814,node01,4.19,98.95,event,23.67,1.0,1,1,30,2.48,-73
2025-11-27T08:15:07.501814,node03,4.19,98.96,scheduled,22.54,0.0,0,0,30,0.9,-76
2025-11-27T08:15:47.501814,node01,4.19,98.95,event,22.23,1.0,3,3,300,2.98,-84
2025-11-27T08:15:47.501814,node03,4.19,98.96,scheduled,22.89,0.0,0,0,120,0.89,-81
2025-11-27T08:17:57.501814,node03,4.19,98.96,scheduled,22.52,0.0,0,0,60,0.6,-91
2025-11-27T08:18:37.501814,node02,4.192,99.16,scheduled,22.5,0.0,0,0,120,1.05,-80
2025-11-27T08:19:07.501814,node03,4.19,98.96,scheduled,22.92,0.0,0,0,60,0.82,-67
2025-11-27T08:20:17.501814,node03,4.19,98.96,scheduled,23.42,0.0,0,0,300,1.29,-86
2025-11-27T08:20:47.501814,node02,4.192,99.16,scheduled,22.23,0.0,0,0,300,0.97,-86
2025-11-27T08:20:57.501814,node01,4.189,98.94,event,23.27,1.0,3,2,300,3.76,-83
2025-11-27T08:25:27.501814,node03,4.19,98.96,scheduled,23.17,0.0,0,0,300,1.01,-82
2025-11-27T08:25:57.501814,node02,4.192,99.16,scheduled,23.49,0.0,0,0,60,1.1,-87
2025-11-27T08:26:07.501814,node01,4.189,98.94,event,23.48,1.0,1,1,30,2.11,-80
2025-11-27T08:26:47.501814,node01,4.189,98.94,scheduled,22.34,0.0,0,0,60,1.44,-70
2025-11-27T08:27:07.501814,node02,4.192,99.15,event,23.47,1.0,3,3,300,3.0,-65
2025-11-27T08:27:57.501814,node01,4.189,98.94,scheduled,22.39,0.0,0,0,300,1.25,-84
2025-11-27T08:30:37.501814,node03,4.19,98.95,event,23.29,1.0,3,3,30,2.79,-81
2025-11-27T08:31:17.501814,node03,4.19,98.95,scheduled,23.49,0.0,0,0,30,1.25,-79
2025-11-27T08:31:57.501814,node03,4.19,98.95,scheduled,23.87,0.0,0,0,30,1.2,-77
2025-11-27T08:32:17.501814,node02,4.192,99.15,scheduled,22.57,0.0,0,0,30,1.24,-72
2025-11-27T08:32:37.501814,node03,4.19,98.95,scheduled,22.63,0.0,0,0,300,0.47,-78
2025-11-27T08:32:57.501814,node02,4.192,99.15,event,24.25,1.0,2,2,60,2.87,-85
2025-11-27T08:33:07.501814,node01,4.189,98.94,scheduled,22.27,0.0,0,0,60,0.97,-82
2025-11-27T08:34:07.501814,node02,4.192,99.15,scheduled,23.02,0.0,0,0,60,1.47,-91
2025-11-27T08:34:17.501814,node01,4.189,98.94,scheduled,23.24,0.0,0,0,120,0.9,-84
2025-11-27T08:35:17.501814,node02,4.192,99.15,scheduled,23.11,0.0,0,0,30,0.53,-76
2025-11-27T08:35:57.501814,node02,4.192,99.15,scheduled,22.76,0.0,0,0,30,1.09,-86
2025-11-27T08:36:27.501814,node01,4.189,98.94,scheduled,22.86,0.0,0,0,30,0.49,-82
2025-11-27T08:36:37.501814,node02,4.192,99.15,scheduled,22.93,0.0,0,0,120,1.45,-72
2025-11-27T08:37:07.501814,node01,4.189,98.93,event,23.54,0.0,2,2,300,1.41,-85
2025-11-27T08:37:47.501814,node03,4.19,98.95,scheduled,23.42,0.0,0,0,120,0.82,-85
2025-11-27T08:38:47.501814,node02,4.192,99.15,scheduled,22.83,0.0,0,0,300,1.16,-79
2025-11-27T08:39:57.501814,node03,4.19,98.95,scheduled,23.61,0.0,0,0,300,0.58,-72
2025-11-27T08:42:17.501814,node01,4.189,98.93,scheduled,22.6,0.0,0,0,300,0.91,-84
2025-11-27T08:43:57.501814,node02,4.191,99.14,event,22.69,1.0,2,1,120,2.75,-77
2025-11-27T08:45:07.501814,node03,4.19,98.95,scheduled,22.23,0.0,0,0,60,0.98,-84
2025-11-27T08:46:07.501814,node02,4.191,99.14,event,23.33,1.0,3,3,30,1.73,-71
2025-11-27T08:46:17.501814,node03,4.19,98.95,event,23.52,1.0,3,3,60,3.8,-90
2025-11-27T08:46:47.501814,node02,4.191,99.14,scheduled,22.34,0.0,0,0,300,0.91,-86
2025-11-27T08:47:27.501814,node01,4.189,98.93,scheduled,23.07,0.0,0,0,300,0.41,-73
2025-11-27T08:47:27.501814,node03,4.189,98.94,event,23.41,1.0,3,2,300,1.6,-81
2025-11-27T08:51:57.501814,node02,4.191,99.14,scheduled,22.57,0.0,0,0,30,1.0,-90
2025-11-27T08:52:37.501814,node01,4.189,98.93,scheduled,23.05,0.0,0,0,120,0.89,-72
2025-11-27T08:52:37.501814,node02,4.191,99.14,scheduled,22.69,0.0,0,0,120,0.94,-78
2025-11-27T08:52:37.501814,node03,4.189,98.94,scheduled,22.02,0.0,0,0,300,1.31,-80
2025-11-27T08:54:47.501814,node01,4.189,98.93,event,23.56,1.0,1,1,30,3.89,-78
2025-11-27T08:54:47.501814,node02,4.191,99.14,scheduled,22.78,0.0,0,0,120,1.3,-78
2025-11-27T08:55:27.501814,node01,4.189,98.93,scheduled,23.53,0.0,0,0,30,0.74,-87
2025-11-27T08:56:07.501814,node01,4.189,98.93,scheduled,22.72,0.0,0,0,30,1.16,-82
2025-11-27T08:56:47.501814,node01,4.189,98.93,scheduled,22.37,0.0,0,0,120,1.14,-81
2025-11-27T08:56:57.501814,node02,4.191,99.13,event,22.13,1.0,1,1,60,2.65,-77
2025-11-27T08:57:47.501814,node03,4.189,98.94,scheduled,23.17,0.0,0,0,30,1.03,-77
2025-11-27T08:58:07.501814,node02,4.191,99.13,scheduled,22.61,0.0,0,0,120,0.81,-86
2025-11-27T08:58:27.501814,node03,4.189,98.94,scheduled,22.82,0.0,0,0,120,1.11,-82
2025-11-27T08:58:57.501814,node01,4.189,98.93,scheduled,23.56,0.0,0,0,120,1.49,-79
2025-11-27T09:00:17.501814,node02,4.191,99.13,scheduled,23.31,0.0,0,0,60,0.97,-78
2025-11-27T09:00:37.501814,node03,4.189,98.94,scheduled,21.83,0.0,0,0,300,1.43,-78
2025-11-27T09:01:07.501814,node01,4.189,98.93,scheduled,23.88,0.0,0,0,30,0.75,-82
2025-11-27T09:01:27.501814,node02,4.191,99.13,scheduled,23.36,0.0,0,0,120,1.16,-81
2025-11-27T09:01:47.501814,node01,4.189,98.93,scheduled,22.67,0.0,0,0,120,1.34,-82
2025-11-27T09:03:37.501814,node02,4.191,99.13,scheduled,22.58,0.0,0,0,60,1.22,-62
2025-11-27T09:03:57.501814,node01,4.189,98.93,scheduled,22.72,1.0,0,0,30,1.37,-79
2025-11-27T09:04:37.501814,node01,4.189,98.93,scheduled,23.54,0.0,0,0,120,1.42,-76
2025-11-27T09:04:47.501814,node02,4.191,99.13,scheduled,23.71,0.0,0,0,120,0.61,-71
2025-11-27T09:05:47.501814,node03,4.189,98.93,event,22.21,1.0,2,2,120,1.28,-81
2025-11-27T09:06:47.501814,node01,4.189,98.92,event,22.73,1.0,3,3,60,2.81,-83
2025-11-27T09:06:57.501814,node02,4.191,99.13,scheduled,23.27,0.0,0,0,120,1.1,-75
2025-11-27T09:07:57.501814,node01,4.189,98.92,scheduled,22.14,0.0,0,0,120,1.43,-78
2025-11-27T09:07:57.501814,node03,4.189,98.93,event,23.12,1.0,1,1,120,3.73,-84
2025-11-27T09:09:07.501814,node02,4.191,99.13,scheduled,22.75,0.0,0,0,60,1.5,-79
2025-11-27T09:10:07.501814,node01,4.189,98.92,scheduled,23.69,0.0,0,0,300,1.39,-81
2025-11-27T09:10:07.501814,node03,4.189,98.93,scheduled,21.83,0.0,0,0,30,0.92,-86
2025-11-27T09:10:17.501814,node02,4.191,99.13,scheduled,23.35,0.0,0,0,300,1.07,-76
2025-11-27T09:10:47.501814,node03,4.189,98.93,scheduled,22.35,0.0,0,0,30,0.61,-76
2025-11-27T09:11:27.501814,node03,4.189,98.93,scheduled,23.04,0.0,0,0,30,0.66,-72
2025-11-27T09:12:07.501814,node03,4.189,98.93,scheduled,22.91,0.0,0,0,60,0.74,-87
2025-11-27T09:13:17.501814,node03,4.189,98.93,scheduled,23.21,0.0,0,0,120,1.39,-83
2025-11-27T09:15:17.501814,node01,4.189,98.92,scheduled,22.62,0.0,0,0,60,1.19,-76
2025-11-27T09:15:27.501814,node02,4.191,99.13,scheduled,22.32,0.0,0,0,30,1.3,-80
2025-11-27T09:15:27.501814,node03,4.189,98.93,scheduled,23.81,0.0,0,0,300,0.98,-82
2025-11-27T09:16:07.501814,node02,4.191,99.13,scheduled,23.07,0.0,0,0,60,0.56,-87
2025-11-27T09:16:27.501814,node01,4.189,98.91,event,22.99,1.0,2,2,60,1.35,-85
2025-11-27T09:17:17.501814,node02,4.191,99.13,scheduled,22.75,0.0,0,0,30,0.94,-63
2025-11-27T09:17:37.501814,node01,4.189,98.91,scheduled,23.05,0.0,0,0,300,0.86,-87
2025-11-27T09:17:57.501814,node02,4.191,99.13,event,23.31,1.0,2,2,300,2.71,-75
2025-11-27T09:20:37.501814,node03,4.189,98.93,scheduled,22.83,0.0,0,0,300,0.53,-80
2025-11-27T09:22:47.501814,node01,4.189,98.91,scheduled,23.66,0.0,0,0,300,0.41,-70
2025-11-27T09:23:07.501814,node02,4.191,99.13,scheduled,22.55,0.0,0,0,300,1.32,-74
2025-11-27T09:25:47.501814,node03,4.189,98.93,scheduled,22.43,0.0,0,0,300,0.42,-92
2025-11-27T09:27:57.501814,node01,4.189,98.91,scheduled,22.8,0.0,0,0,30,1.55,-73
2025-11-27T09:28:17.501814,node02,4.191,99.12,scheduled,22.44,0.0,0,0,60,1.55,-79
2025-11-27T09:28:37.501814,node01,4.189,98.91,scheduled,22.24,0.0,0,0,120,0.92,-91
2025-11-27T09:29:27.501814,node02,4.191,99.12,scheduled,22.87,0.0,0,0,60,0.95,-72
2025-11-27T09:30:37.501814,node02,4.191,99.12,event,23.49,1.0,3,3,60,2.31,-76
2025-11-27T09:30:47.501814,node01,4.189,98.91,scheduled,23.03,0.0,0,0,300,1.19,-77
2025-11-27T09:30:57.501814,node03,4.189,98.93,scheduled,23.41,0.0,0,0,60,0.63,-78
2025-11-27T09:31:47.501814,node02,4.191,99.12,scheduled,23.05,0.0,0,0,300,1.28,-80
2025-11-27T09:32:07.501814,node03,4.189,98.93,scheduled,22.77,0.0,0,0,30,1.29,-81
2025-11-27T09:32:47.501814,node03,4.189,98.93,scheduled,23.43,0.0,0,0,60,0.76,-89
2025-11-27T09:33:57.501814,node03,4.189,98.92,event,23.71,1.0,3,2,300,2.46,-91
2025-11-27T09:35:57.501814,node01,4.189,98.91,scheduled,22.89,0.0,0,0,60,1.21,-83
2025-11-27T09:36:57.501814,node02,4.191,99.12,scheduled,22.77,0.0,0,0,300,1.4,-84
2025-11-27T09:37:07.501814,node01,4.189,98.91,scheduled,22.37,0.0,0,0,30,0.78,-97
2025-11-27T09:37:47.501814,node01,4.189,98.91,scheduled,23.1,0.0,0,0,30,0.52,-80
2025-11-27T09:38:27.501814,node01,4.189,98.91,scheduled,22.59,0.0,0,0,30,0.7,-72
2025-11-27T09:39:07.501814,node01,4.189,98.9,event,24.06,1.0,3,2,30,3.85,-72
2025-11-27T09:39:07.501814,node03,4.189,98.92,scheduled,22.92,0.0,0,0,120,1.48,-75
2025-11-27T09:39:47.501814,node01,4.189,98.9,scheduled,23.13,0.0,0,0,60,1.36,-88
2025-11-27T09:40:57.501814,node01,4.189,98.9,scheduled,22.94,0.0,0,0,30,0.96,-84
2025-11-27T09:41:17.501814,node03,4.189,98.92,scheduled,23.13,0.0,0,0,30,0.94,-81
2025-11-27T09:41:37.501814,node01,4.189,98.9,scheduled,23.43,0.0,0,0,120,0.91,-82
2025-11-27T09:41:57.501814,node03,4.189,98.92,event,23.52,1.0,2,2,120,3.98,-77
2025-11-27T09:42:07.501814,node02,4.191,99.12,scheduled,23.54,0.0,0,0,300,0.63,-75
2025-11-27T09:43:47.501814,node01,4.189,98.9,event,23.16,1.0,2,2,120,3.99,-84
2025-11-27T09:44:07.501814,node03,4.189,98.92,scheduled,22.66,0.0,0,0,60,1.03,-79
2025-11-27T09:45:17.501814,node03,4.189,98.92,scheduled,22.78,0.0,0,0,300,1.41,-68
2025-11-27T09:45:57.501814,node01,4.189,98.9,scheduled,23.23,0.0,0,0,30,1.17,-74
2025-11-27T09:46:37.501814,node01,4.189,98.9,event,23.13,1.0,1,1,30,3.15,-84
2025-11-27T09:47:17.501814,node01,4.189,98.9,scheduled,23.08,0.0,0,0,60,1.48,-73
2025-11-27T09:47:17.501814,node02,4.191,99.12,scheduled,22.88,0.0,0,0,30,1.26,-80
2025-11-27T09:47:57.501814,node02,4.191,99.12,scheduled,22.31,0.0,0,0,300,0.5,-78
2025-11-27T09:48:27.501814,node01,4.189,98.89,scheduled,23.23,0.0,0,0,60,0.87,-79
2025-11-27T09:49:37.501814,node01,4.189,98.89,scheduled,23.63,0.0,0,0,300,1.02,-84
2025-11-27T09:50:27.501814,node03,4.189,98.92,scheduled,22.88,0.0,0,0,60,1.26,-78
2025-11-27T09:51:37.501814,node03,4.189,98.92,scheduled,22.36,0.0,0,0,60,0.41,-76
2025-11-27T09:52:47.501814,node03,4.189,98.91,event,22.76,1.0,1,1,120,3.12,-80
2025-11-27T09:53:07.501814,node02,4.191,99.12,scheduled,22.81,0.0,0,0,120,0.66,-73
2025-11-27T09:54:47.501814,node01,4.189,98.89,scheduled,22.43,0.0,0,0,30,1.37,-74
2025-11-27T09:54:57.501814,node03,4.189,98.91,scheduled,23.07,0.0,0,0,60,0.87,-85
2025-11-27T09:55:17.501814,node02,4.191,99.12,scheduled,23.1,0.0,0,0,300,0.89,-71
2025-11-27T09:55:27.501814,node01,4.189,98.89,scheduled,24.34,0.0,0,0,300,1.38,-79
2025-11-27T09:56:07.501814,node03,4.189,98.91,event,22.54,1.0,3,3,120,2.21,-81
2025-11-27T09:58:17.501814,node03,4.189,98.9,event,23.46,1.0,1,1,30,2.8,-81
2025-11-27T09:58:57.501814,node03,4.189,98.9,event,23.14,0.0,3,1,120,2.21,-86
2025-11-27T10:00:27.501814,node02,4.191,99.12,scheduled,22.53,0.0,0,0,60,1.38,-80
2025-11-27T10:00:37.501814,node01,4.189,98.89,event,21.59,1.0,2,1,30,1.17,-84
2025-11-27T10:01:07.501814,node03,4.189,98.9,scheduled,23.84,0.0,0,0,120,0.65,-70
2025-11-27T10:01:17.501814,node01,4.189,98.88,event,22.28,1.0,3,3,300,1.12,-77
2025-11-27T10:01:37.501814,node02,4.191,99.11,event,22.4,1.0,2,2,300,2.5,-80
2025-11-27T10:03:17.501814,node03,4.189,98.9,scheduled,22.57,0.0,0,0,30,1.31,-69
2025-11-27T10:03:57.501814,node03,4.189,98.9,scheduled,23.41,0.0,0,0,300,1.18,-89
2025-11-27T10:06:27.501814,node01,4.189,98.88,scheduled,22.97,0.0,0,0,60,1.16,-78
2025-11-27T10:06:47.501814,node02,4.191,99.11,event,23.53,1.0,2,1,60,2.9,-88
2025-11-27T10:07:37.501814,node01,4.189,98.88,event,23.39,1.0,2,2,120,1.19,-71
2025-11-27T10:07:57.501814,node02,4.191,99.11,scheduled,23.68,0.0,0,0,120,1.46,-93
2025-11-27T10:09:07.501814,node03,4.189,98.9,scheduled,23.15,0.0,0,0,30,0.87,-86
2025-11-27T10:09:47.501814,node01,4.189,98.88,scheduled,23.25,0.0,0,0,30,0.47,-80
2025-11-27T10:09:47.501814,node03,4.189,98.9,scheduled,23.5,0.0,0,0,30,1.05,-81
2025-11-27T10:10:07.501814,node02,4.191,99.11,scheduled,22.82,0.0,0,0,60,1.29,-85
2025-11-27T10:10:27.501814,node01,4.189,98.88,scheduled,23.29,0.0,0,0,60,1.03,-71
2025-11-27T10:10:27.501814,node03,4.189,98.9,scheduled,24.05,0.0,0,0,120,0.77,-81
2025-11-27T10:11:17.501814,node02,4.191,99.11,scheduled,22.45,0.0,0,0,30,1.44,-80
2025-11-27T10:11:37.501814,node01,4.189,98.88,scheduled,23.14,0.0,0,0,300,1.28,-77
2025-11-27T10:11:57.501814,node02,4.191,99.11,scheduled,23.83,0.0,0,0,60,0.42,-82
2025-11-27T10:12:37.501814,node03,4.189,98.9,scheduled,23.06,0.0,0,0,30,1.11,-79
2025-11-27T10:13:07.501814,node02,4.191,99.11,scheduled,22.87,0.0,0,0,30,1.13,-81
2025-11-27T10:13:17.501814,node03,4.189,98.9,scheduled,22.72,0.0,0,0,60,1.44,-87
2025-11-27T10:13:47.501814,node02,4.191,99.1,event,23.44,1.0,1,1,300,3.88,-75
2025-11-27T10:14:27.501814,node03,4.189,98.89,scheduled,23.33,0.0,0,0,30,1.55,-80
2025-11-27T10:15:07.501814,node03,4.189,98.89,scheduled,22.93,0.0,0,0,60,0.88,-77
2025-11-27T10:16:17.501814,node03,4.189,98.89,scheduled,23.73,0.0,0,0,60,1.16,-77
2025-11-27T10:16:47.501814,node01,4.189,98.88,scheduled,22.02,0.0,0,0,60,0.45,-77
2025-11-27T10:17:27.501814,node03,4.189,98.89,scheduled,22.83,0.0,0,0,60,1.41,-88
2025-11-27T10:17:57.501814,node01,4.189,98.88,event,22.4,1.0,1,1,30,2.83,-89
2025-11-27T10:18:37.501814,node01,4.189,98.88,scheduled,22.99,0.0,0,0,120,0.64,-81
2025-11-27T10:18:37.501814,node03,4.189,98.89,scheduled,24.23,0.0,0,0,60,0.93,-89
2025-11-27T10:18:57.501814,node02,4.191,99.1,scheduled,23.35,0.0,0,0,30,1.29,-93
2025-11-27T10:19:37.501814,node02,4.191,99.1,scheduled,23.19,0.0,0,0,30,0.72,-86
2025-11-27T10:19:47.501814,node03,4.189,98.89,scheduled,23.07,0.0,0,0,30,0.95,-86
2025-11-27T10:20:17.501814,node02,4.191,99.1,scheduled,22.82,0.0,0,0,30,1.36,-89
2025-11-27T10:20:27.501814,node03,4.189,98.89,scheduled,23.35,0.0,0,0,300,0.77,-81
2025-11-27T10:20:47.501814,node01,4.189,98.88,scheduled,23.88,0.0,0,0,60,0.79,-81
2025-11-27T10:20:57.501814,node02,4.191,99.1,scheduled,22.84,0.0,0,0,60,1.52,-73
2025-11-27T10:21:57.501814,node01,4.189,98.88,scheduled,23.47,0.0,0,0,60,0.45,-80
2025-11-27T10:22:07.501814,node02,4.191,99.1,scheduled,22.36,0.0,0,0,30,1.03,-74
2025-11-27T10:22:47.501814,node02,4.191,99.1,scheduled,22.62,0.0,0,0,30,0.78,-76
2025-11-27T10:23:07.501814,node01,4.189,98.87,scheduled,23.34,0.0,0,0,120,0.9,-77
2025-11-27T10:23:27.501814,node02,4.191,99.1,scheduled,22.19,0.0,0,0,120,0.92,-77
2025-11-27T10:25:17.501814,node01,4.189,98.87,scheduled,22.08,0.0,0,0,30,0.45,-74
2025-11-27T10:25:37.501814,node02,4.191,99.1,event,24.15,1.0,1,1,30,2.84,-67
2025-11-27T10:25:37.501814,node03,4.189,98.89,scheduled,23.59,0.0,0,0,60,1.39,-91
2025-11-27T10:25:57.501814,node01,4.189,98.87,scheduled,22.81,0.0,0,0,300,0.59,-84
2025-11-27T10:26:17.501814,node02,4.191,99.1,scheduled,22.87,0.0,0,0,300,0.88,-77
2025-11-27T10:26:47.501814,node03,4.189,98.89,scheduled,23.54,0.0,0,0,120,1.2,-91
2025-11-27T10:28:57.501814,node03,4.189,98.89,scheduled,23.24,0.0,0,0,120,0.68,-68
2025-11-27T10:31:07.501814,node01,4.189,98.87,event,24.28,1.0,3,3,300,1.85,-79
2025-11-27T10:31:07.501814,node03,4.189,98.89,event,23.57,0.0,1,1,300,2.99,-79
2025-11-27T10:31:27.501814,node02,4.191,99.1,scheduled,23.14,0.0,0,0,30,0.51,-86
2025-11-27T10:32:07.501814,node02,4.191,99.1,scheduled,23.15,0.0,0,0,60,0.72,-81
2025-11-27T10:33:17.501814,node02,4.191,99.1,scheduled,23.81,0.0,0,0,120,0.71,-84
2025-11-27T10:35:27.501814,node02,4.191,99.09,event,23.72,1.0,2,2,30,3.1,-77
2025-11-27T10:36:07.501814,node02,4.191,99.09,event,24.07,1.0,3,3,30,3.25,-80
2025-11-27T10:36:17.501814,node01,4.189,98.87,scheduled,23.17,0.0,0,0,60,1.23,-76
2025-11-27T10:36:17.501814,node03,4.189,98.89,scheduled,22.72,0.0,0,0,60,0.82,-73
2025-11-27T10:36:47.501814,node02,4.191,99.09,scheduled,23.34,0.0,0,0,300,0.64,-74
2025-11-27T10:37:27.501814,node01,4.189,98.87,scheduled,22.99,0.0,0,0,120,1.39,-81
2025-11-27T10:37:27.501814,node03,4.189,98.88,event,23.06,1.0,3,2,30,2.89,-74
2025-11-27T10:38:07.501814,node03,4.189,98.88,scheduled,24.09,0.0,0,0,60,0.42,-80
2025-11-27T10:39:17.501814,node03,4.189,98.88,event,23.52,1.0,2,2,30,2.92,-80
2025-11-27T10:39:37.501814,node01,4.189,98.87,scheduled,23.52,0.0,0,0,30,0.54,-79
2025-11-27T10:39:57.501814,node03,4.189,98.88,scheduled,23.68,0.0,0,0,60,0.42,-65
2025-11-27T10:40:17.501814,node01,4.189,98.87,scheduled,24.11,0.0,0,0,300,1.01,-93
2025-11-27T10:41:07.501814,node03,4.189,98.88,scheduled,22.44,0.0,0,0,30,1.27,-85
2025-11-27T10:41:47.501814,node03,4.189,98.88,scheduled,23.8,0.0,0,0,120,1.35,-79
2025-11-27T10:41:57.501814,node02,4.191,99.08,scheduled,23.51,0.0,0,0,120,1.54,-82
2025-11-27T10:43:57.501814,node03,4.189,98.88,scheduled,23.37,0.0,0,0,300,1.44,-73
2025-11-27T10:44:07.501814,node02,4.191,99.08,scheduled,22.67,0.0,0,0,300,1.23,-76
2025-11-27T10:45:27.501814,node01,4.189,98.87,scheduled,22.94,0.0,0,0,60,0.63,-84
2025-11-27T10:46:37.501814,node01,4.189,98.87,scheduled,23.72,0.0,0,0,30,0.61,-81
2025-11-27T10:47:17.501814,node01,4.189,98.86,event,22.94,1.0,1,1,300,3.67,-76
2025-11-27T10:49:07.501814,node03,4.189,98.88,scheduled,22.85,0.0,0,0,60,1.5,-86
2025-11-27T10:49:17.501814,node02,4.191,99.08,scheduled,22.63,0.0,0,0,30,0.81,-74
2025-11-27T10:49:57.501814,node02,4.191,99.08,event,22.75,1.0,3,3,300,1.8,-88
2025-11-27T10:50:17.501814,node03,4.189,98.87,event,22.93,1.0,2,2,120,3.03,-77
2025-11-27T10:52:27.501814,node01,4.189,98.86,event,22.88,1.0,3,3,60,1.21,-80
2025-11-27T10:52:27.501814,node03,4.189,98.87,scheduled,23.12,0.0,0,0,60,0.89,-82
2025-11-27T10:53:37.501814,node01,4.189,98.86,scheduled,23.46,0.0,0,0,60,0.53,-82
2025-11-27T10:53:37.501814,node03,4.189,98.87,scheduled,22.78,0.0,0,0,60,0.42,-70
2025-11-27T10:54:47.501814,node01,4.189,98.86,event,23.09,1.0,1,1,300,2.41,-92
2025-11-27T10:54:47.501814,node03,4.189,98.87,scheduled,24.02,0.0,0,0,120,0.4,-87
2025-11-27T10:55:07.501814,node02,4.191,99.08,scheduled,23.63,0.0,0,0,30,1.56,-85
2025-11-27T10:55:47.501814,node02,4.191,99.08,scheduled,22.32,0.0,0,0,30,1.03,-75
2025-11-27T10:56:27.501814,node02,4.191,99.08,scheduled,24.13,0.0,0,0,30,0.52,-75
